瞓觉为真	睡觉才是
呢个仔好大𩠌	这孩子很能吃菜。
天光大白喇，好起身喇	天大亮了，该起床了。
天光大白都敢做呢啲嘢	大白天也敢干这种事!
天口㷫	气温高; 天气热。
天时唔好	天气不好;天气反常。
天时冷就喺屋企炙火	冷的时候就在家烤火。
呢度天时冷都唔使着棉衲	这里冬天也不用穿棉袄。
而家天时旱，抽水机好有用	现在天旱，抽水机很有用。
修咗呢个水库，天时旱就唔怕喇	修了这个水库，旱季就不怕了。
你走到天脚底都要捉你翻嚟	你逃到天边也要把你抓回来。
天阴阴噉，好似要落雨咯	天阴沉沉的，像是要下雨了。
陈太	陈太太。
你睇得太过严重喇	你看得太严重了
病啱啱好，唔使太过勤力	病刚好，不必过于用功。
一夫田	一块地。
夭牙罅	剔牙
夭浆糊	抠糨糊
夭耳屎	挖耳屎。
失惊无神走咗个人入嚟，吓我一跳	冷不防跑进来一个人，吓我一跳
今日失惊无神撞到佢	今天突然碰见他。
上面着西装下面着波鞋，失真喇	上面穿西服下面穿球鞋，太不相称了
西式大厅门口挂副对联，失真啩	西式大厅门口挂上一副对联，不搭配吧?
啲咁多嘢，失礼晒	一点点东西，不成敬意
献丑嘅嗻，失礼，失礼 	献丑罢了，不像样子，不像样子。
真系失礼人咯	真丢人
成日出洋相，唔怕失礼人	整天出洋相，不怕丢人现眼。
失觉撞亲你，唔好意思	没注意碰了你，对不起。
佢失音好耐咯	他很久没有音信了。
咁失魂做乜吖	那么慌张干什么? 
吓到佢失魂	吓得他魂飞魄散。
睇佢有啲失魂	看他有些精神恍惚。
瘟咁舂，失魂鱼噉	瞎碰乱撞的，像条受惊的鱼。
睇佢成个贼佬噉嘅头	看他像个贼似的
大家都睇你嘅头喇	大家都看你的了。
我要照顾两头家	我要照顾两边的家。
头一日	第一天
头一个	第一个
头一次	首次
头一排	前面一排。
佢喺本地最早做房地产生意，饮咗头啖汤，赚咗大钱	他在本地最早做房地产生意，抢得先机，赚了大钱。
搉头壳	敲脑袋。
佢结个大蝴蝶	她头顶打个大蝴蝶结。
雀喺你头壳顶飞	鸟在你头顶上飞着。
呢次头大咯	这次麻烦了
搞到头都大晒	弄得麻烦透了。
讲得咁清楚你都唔懂，真系头大冇脑咯	说得那么清楚你都不懂，真是没有头脑。
头头我哋乜都唔会	开始我们什么都不会。
头头佢嚟过	刚才他来过。
乜都搞得头头掂掂	什么都搞得有条有理。
呢件嘢问题咁多，真头婄	这件事问题这样多，真头痛
嗰道题搞到我头都婄晒	那道习题弄到我头都胀了。
头尾五日	前后五天
打到头崩额裂	打得头破血流。
问佢乜都头拧拧	问他什么都摇头。
搞得好头掂	搞得很有条理。
你嘅头毛好飞嘞	你的头发该理了。
呢啲系今年嘅头水荔枝	这些是今年( 上市) 的第一批荔枝。
爽夹甜	脆而且甜
呢啲嘢平夹靓	这些东西又便宜又好
腌尖夹孤寒	又挑剔又吝啬。
三夹板	三合板
五夹板	五合板。
夹硬要佢去	硬是要他去
夹硬迫入去	硬着挤进去
唔好夹硬嚟呀	不要硬来。
奀仔	瘦小的孩子
啲菜唔落肥，唔怪得咁奀啦	青菜不施肥，怪不得那么细了。
佢生得奀嫋嫋，好似竹篙噉	他长得又高又瘦，好像竹竿那样。
呢个仔好奀细	这孩子很瘦弱。
呢个细路奀雌雌，怕有虫都唔定	这小孩很瘦弱，说不定是生虫了。
呢件事真系奇喇	这件事情真奇怪了。
佢唔听你笛，你奈佢乜何	他不听你的，你怎能奈何他。
佢好老实，奉旨唔会呃人	他很诚实，决不骗人
奉旨唔会话你	一定不会说你
佢好孤寒，呢啲嘢奉旨唔买	他很吝啬，这些东西准不买。
契咗佢做仔	认了他做干儿子。
衫脚太奓喇	衣服下摆太张开了。
奓开脚坐几难睇	张着腿坐多难看!
佢有两个女	他有两个女儿。
呢个女好聪明	这个女孩很聪明。
女仔之家做嘢唔好咁冇搭霎得㗎	姑娘家做事不要那么大大咧咧的!
你讲过又唔认，咁奸赖	你说过又不认账，真赖皮。
今日好热	今天很热
好靓	很漂亮
好紧要	很要紧。
好去啰噃	该去了
好瞓喇	该睡了。
你呢个人好讲唔讲，点解喺度讲啲噉嘅嘢呀	你这个人该说的不说，为什么在这里说些这样的东西! 
好做唔做	该做不做
好学唔学	该学不学。
你呢度风凉水冷，喺呢度住，好㜺哦	你这里空气湿润，气候宜人，住在这里够惬意的。
嗰度啲点心好㜺	那里的点心真好。
好丑你都要佢读到毕业吖	好歹你也让他读到毕业吧
佢好丑都系个中学生吖	他好歹也是个中学生吧。
大家都好世界我就安乐嘞	大家生活都美好我就安心了。
佢几好人	他人品相当好。
人人都话佢好人事	人人都说他心肠好。
琴日重系好人好姐，点解今日就病咗呢	昨天还是好好的一个人，今天怎么就病了呢。
佢成日呃呃骗骗，好人有限 	他老是骗这骗那的，这人好不了多少。
好似落雨噉噃	好像下雨了
啲人乱到好似倒泻箩蟹噉	人们乱得像倒了一筐螃蟹似的。
两个好好倾	两个很谈得来。
佢真好力	他力气真大。
呢啲花生几好味	这些花生味道很好。
你唔使喺度咁好唱口	你不必在这里说风凉话。
好嘢，又得两分	好球，又得两分! 
呢场比赛真好嘢	这场比赛真好。
琴日都好地地嘅，今日就发烧啝	昨天还是好好的，今天居然发起烧来
人哋好地地坐喺度，你撩佢做乜	人家好好地坐在那儿，你去惹他干什么!
好声行呀	小心走啊
好声抬，唔好打烂	小心抬，别打坏了。
大家都好声好气噉讨论，问题就容易解决喇	大家都心平气和地讨论，问题就好解决了
有乜事都要好声好气讲	有什么事都要心平气和地说。
要行咁远，好多人去呀	要走那么远，才没人去呢。
等好天至晒被	等晴天再晒被子
你好好声同佢讲嘛	你和蔼地跟他说嘛。
佢嘅七十大寿要办得好好睇睇至得	他的七十大寿要办得体体面面才行。
呢件事佢一于好少理	这件事他就是不管
佢中意点就点，我好少理佢呀	他爱怎么着就怎么着，我才不管他! 
佢想同我合份，我好少理佢	他想参加一份，我不理睬他。
真好彩，一揾就揾到	真走运，一找就找到了
好彩就钓到几条鱼，唔好彩就一条都冇	走运的话就能钓到几条鱼，不走运的话就一条也没有。
好彩冇打烂	幸亏没有打破。
一抽就中奖，我真系好彩数	一抽就中奖，我真是运气好。
你真好心	你的心肠真好。
好心你收声啦	你积积德吧，别说了。
好心你帮我讲两句话啦	劳您驾帮我美言两句。
好心你啦，泼到人成身水	你瞧你泼得人家浑身是水!
咁厚本书佢都抄晒，真系好心机	这么厚的书他都抄完了，真有耐心
女仔好心机过男仔	女孩比男孩细心。
佢个女好恨当歌星呀	他的女儿非常想当歌星啊
大家都好恨你成功	大家都巴不得你成功。
攞个好意头	图个吉利。
大姐真系好手势，整𩠌整得几好	大姐真是手艺高超，菜做得很好啊。
佢好日都唔嚟一下	难得他来一下
好日都唔见佢	难得见到他。
你呢个好桥都几啱	你这个好主意挺不错。
佢边有咁好死吖	他哪有这么好
咁好死，送埋嚟添	有这么好啊，居然送来了!
成日都讲唔完，冇人有佢咁好气	整天都说不完，没人有他这么啰唆
冇你咁好气	没有你那么啰唆。
问乜佢都答，真好气	问什么他都回答你，真耐心。
病好清晒咯	病痊愈了。
主任赌钱畀人睇见，好瘀呀	主任赌博让人看见，够丢人现眼的。
佢最好相与嘞，边个都中意同佢接近	他为人最厚道了，谁都乐意跟他接近
嗰条友唔算好相与	那个家伙态度不算好。
真好眼，咁远都睇得清楚	眼力真好，这么远都看得清楚
重系你好眼，一揾就揾到	还是你眼力好，一下子就找到了。
琴晚真好瞓	昨晚睡得真香。
你话好睇，好知你又唔去	你说好看，可你怎么又不去? 
你话佢咁关心你，好知佢又唔嚟	你说他这么关心你，为什么他又不来?
睇你咁好笑口，一定有好事嘞	看你满面笑容，一定有好事了。
佢哋两个又好翻咯	他们两个又和好了。
我好耐冇见你喇	我很长时间没见到你了。
呢种鸡好肉	这种鸡肉多。
你咁好胆，一个人去游水	你这么大胆，一个人去游泳。
真系好衰唔衰，又碰到佢	真倒霉，又叫我遇上了他
你好衰唔衰，边个叫你揾佢吖	你倒霉也不是时候，谁叫你找他去!
好话喇，呢排算几好嘅	谢谢，近来还算挺好
好话喇好话喇，我边有你咁好	哪里哪里，我哪有你这么好!
呢件事好话为	这件事好办。
呢个人好话为	这个人好商量。
好闲之嘛，我做得到一定应承	算不了什么，我做得到一定答应
攞啲翻去用啦，好闲嗻	拿点回去用吧，小意思
打烂就算啰，好闲嗻	打破了就算了，没事儿。
你重想我同你去讲，好闲喇	你还想我给你说去，没功夫! 
我同你执手尾呀? 好闲啦	我跟你收拾? 别梦想!
佢真好颈，激佢都唔嬲	他脾气真好，气他也不火儿。
呢个人好鬼聪明㗎	这个人十分聪明。
有理就讲清楚，妈妈声系唔啱嘅	有道理就说清楚，骂街是不对的。
人哋点叻你都唔好妒忌	人家怎么聪明能干你也不要忌妒。
间屋装修妥当晒咯	房子全部装修好了
啲嘢通通做妥当咯	事情全部做好了。
佢而家妥当啦，仔女都出晒身咯	他现在可舒畅了，儿女都工作了。
佢有两个妹	他有两个妹妹。
你噉搞法始终唔得掂	你这样做法最后还是不行
佢哋两个嗌咗交，不过始终好翻	他们两人吵过架，不过最后还是和好了。
睇你姐姐噉手，重系等我嚟做啦	看你动起手来像个小姐，还是让我来干吧。
你哋姐手姐脚噉打算做到几时	你们慢吞吞的，打算做到什么时候? 
佢姐手姐脚唔做得呢啲粗重工	他斯斯文文的，干不了这些粗活。
姑勿论佢点，首先你要做好	且不说他怎么样，首先你要做好。
委实系我买嘅	确实是我买的。
发下姣气	抖抖威风
冇晒姣气	灭了威风。
呢件衫仔真威	这件小衣裳真漂亮
好威水嘅被面	很鲜艳的被面。
嗰幅画好威水	那幅画很醒目。
佢着起呢件衫灵舍威水	他穿起这件衣服格外神气。
睇佢几高大威猛	看他多高大雄壮。
婄木	泡木头
以前佢好婄，风一吹就会冷亲	以前他很不结实，风一吹就会着凉。
乜咁婄㗎，讲过嚟又唔见人嘅	怎么那么靠不住，说过要来又不见人影。
凑仔婆	在家带孩子的女人。
请咗个婆妈	雇了一个保姆。
两婆孙去边度呀	奶奶( 或姥姥) 和孙子( 或孙女) 俩去哪儿呀?
佢媕做	耐心地劝他做
媕佢唔掂	劝不服他。
好似竹篙咁嫋	像竹竿那样细长
支竹仔咁嫋唔受力	竹子太细受不了压。
呢个女真嫋瘦	这女孩真瘦小。
咁危险你都去，嫌命长咩	这么危险你也要去，想死吗!
应得嘅钱你唔要，嫌钱腥呀	应该得到的钱你不要，难道是嫌它肮脏吗?
我噉样话佢，佢会唔会嬲我呢	我这样说他，他会不会生我的气? 
嬲死	气坏了。
嬲到佢死	恨死了他
人人都好嬲嗰啲贼仔	人人都很憎恨那些小偷。
子姜唔辣	嫩姜不辣。
孖手指	六指儿
两只手指孖埋	两只手指连在一起。
孖埋佢去	叫他一起去
我亦想孖份	我也想参加一份。
一只孖蕉	一个成双的芭蕉。
一孖腊肠	一对儿香肠
一孖油炸鬼	一根儿油条
两樽一孖噉绑住	两瓶一对儿地捆着。
生咗一对孖仔	生了一对孪生子
呢两个系孖仔	这两个是孪生兄弟。
佢共你孖份做生意咩	他跟你合伙做生意吗?
梳孖辫	留双辫子。
坐咗三四个字就走咯	坐了一二十分钟就走了
重有两个字就开会咯	还有十分钟就开会了。
佢唔识字墨㗎	他没有文化
呢个人有啲字墨	这个人有点文化水平。
印字格	描字帖。
执字粒	排字。
一个人住会唔会觉得呀孤单单	一个人住，会不会觉得很孤独? 
喺度孤单单一间屋，周围都冇人	在那儿孤零零的一所房子，四周都没有人。
你唔好咁孤独，得闲同人哋来往下	你不要这么孤僻，有空跟别人来往一下。
个个都学你噉就好啦	人人都像你这样就好了
边个学你咁叻吖	谁像你那样聪明能干!
孭臊虾仔	背婴儿
孭袋	背口袋。
佢惹嘅麻烦要我孭镬	他惹的麻烦要我来背黑锅。
佢硬系要噉做，出咗问题由佢孭飞	他硬要这样干，出了问题由他负全部责任。
病咗一场，身子好孱	病了一场，身体很弱。
冇你咁孱	没你那么差劲! 
噉都做唔嚟，真孱	这样的事都干不了，真没本事!
佢去得迟，排队排孻屘	他去得晚，排队排在最末尾。
孻屘点呀	后来怎么样了?
唔好信佢啫，佢乱安嘅	别信他，他瞎编的
生安白造	凭空编造。
唔系啫，佢安畀我嘅之嘛	不是的，是他强加给我的罢了。
我要咗你又冇，点要得安乐吖	我要了，你便没有了，我怎么要得舒服呢
一想起嗰件事，我个心就好唔安乐	一想起那件事，我心里就不舒畅。
而家生老病死都有得照顾，真系安乐晒啰	现在生老病死都有照顾，真是够满足的了。
我唔想惹咁多官非	我不想招惹那么多官方官司。
落定	下定金。
佢去定啦	他当然去了
要定啦	当然要了
好睇定啦	当然好看了。
架车开得好定	车子开得很稳
企定，唔好喐	站稳，不要动。
定啲，唔使慌	镇定一点，不要害怕。
你定啲啦，我唔要你嘅	你放心吧，我不要你的!
你去定佢去	你去还是他去? 
呢只系鸭仔定系鹅仔	这只是小鸭子还是小鹅? 
你要呢个定嗰个	你要这个还是那个? 
学英文定俄文都可以	学英文或者俄文都可以。
快落车喇，行定出嚟啦	快下车了，先出来吧
放定喺度	预先放在这里。
